date,state,district,pincode,demo_age_5_17,demo_age_17_
16-12-2025,Daman and Diu,Daman,396220,0,1
17-12-2025,Daman and Diu,Daman,396215,0,1
17-12-2025,Daman and Diu,Diu,362520,0,3
17-12-2025,Daman and Diu,Diu,362540,0,3
17-12-2025,Daman and Diu,Diu,362570,0,5
08-12-2025,Daman and Diu,Daman,396215,0,1
08-12-2025,Daman and Diu,Diu,362540,1,0
08-12-2025,Daman and Diu,Diu,362570,0,2
10-12-2025,Daman and Diu,Daman,396220,0,2
10-12-2025,Daman and Diu,Diu,362570,0,5
05-12-2025,Daman and Diu,Diu,362520,0,1
04-12-2025,Daman and Diu,Diu,362520,0,4
06-12-2025,Daman and Diu,Daman,396215,0,2
07-12-2025,Daman and Diu,Daman,396210,0,1
07-12-2025,Daman and Diu,Diu,362570,0,1
03-11-2025,Daman and Diu,Daman,396210,2,7
03-11-2025,Daman and Diu,Diu,362570,0,2
18-11-2025,Daman and Diu,Daman,396215,0,2
17-11-2025,Daman and Diu,Daman,396210,1,5
20-11-2025,Daman and Diu,Diu,362540,0,2
02-11-2025,Daman and Diu,Daman,396210,1,0
25-11-2025,Daman and Diu,Daman,396210,0,6
26-11-2025,Daman and Diu,Daman,396215,1,0
26-11-2025,Daman and Diu,Diu,362540,0,2
01-12-2025,Daman and Diu,Daman,396220,0,1
01-12-2025,Daman and Diu,Diu,362540,1,0
01-12-2025,Daman and Diu,Diu,362570,0,2
27-11-2025,Daman and Diu,Daman,396210,0,5
01-09-2025,Daman and Diu,Daman,396215,0,2
02-09-2025,Daman and Diu,Diu,362520,0,4
04-09-2025,Daman and Diu,Daman,396220,0,2
03-09-2025,Daman and Diu,Daman,396210,2,9
08-09-2025,Daman and Diu,Diu,362520,0,1
08-09-2025,Daman and Diu,Diu,362570,0,2
07-09-2025,Daman and Diu,Daman,396210,1,0
10-09-2025,Daman and Diu,Diu,362520,0,4
10-09-2025,Daman and Diu,Diu,362540,1,4
10-09-2025,Daman and Diu,Diu,362570,0,1
11-09-2025,Daman and Diu,Daman,396210,6,13
11-09-2025,Daman and Diu,Daman,396215,0,1
11-09-2025,Daman and Diu,Daman,396220,0,1
11-09-2025,Daman and Diu,Diu,362540,0,2
13-09-2025,Daman and Diu,Diu,362520,0,1
16-09-2025,Daman and Diu,Diu,362520,0,2
16-09-2025,Daman and Diu,Diu,362540,0,1
17-09-2025,Daman and Diu,Daman,396210,2,12
18-09-2025,Daman and Diu,Daman,396210,0,9
19-09-2025,Daman and Diu,Daman,396220,0,2
16-10-2025,Daman and Diu,Diu,362520,0,3
16-10-2025,Daman and Diu,Diu,362540,2,2
20-10-2025,Daman and Diu,Daman,396210,1,0
27-10-2025,Daman and Diu,Diu,362540,0,1
28-10-2025,Daman and Diu,Diu,362540,0,1
18-10-2025,Daman and Diu,Daman,396215,0,1
26-10-2025,Daman and Diu,Diu,362520,0,1
01-11-2025,Daman and Diu,Diu,362570,1,1
02-11-2025,Daman and Diu,Daman,396220,1,0
07-11-2025,Daman and Diu,Daman,396215,0,1
08-11-2025,Daman and Diu,Daman,396220,0,1
09-11-2025,Daman and Diu,Daman,396215,0,1
09-11-2025,Daman and Diu,Daman,396220,1,0
13-11-2025,Daman and Diu,Diu,362540,0,1
06-11-2025,Daman and Diu,Diu,362570,0,2
07-11-2025,Daman and Diu,Diu,362540,1,2
04-11-2025,Daman and Diu,Diu,362540,0,1
04-11-2025,Daman and Diu,Diu,362570,0,2
13-11-2025,Daman and Diu,Diu,362520,0,4
12-11-2025,Daman and Diu,Diu,362520,0,1
25-12-2025,Daman and Diu,Diu,362540,0,1
28-12-2025,Daman and Diu,Diu,362520,0,1
02-01-2026,Daman and Diu,Daman,396215,0,1
01-01-2026,Daman and Diu,Daman,396210,1,5
23-12-2025,Daman and Diu,Daman,396210,3,4
23-12-2025,Daman and Diu,Diu,362540,1,2
24-12-2025,Daman and Diu,Diu,362570,1,3
26-12-2025,Daman and Diu,Daman,396215,0,1
26-12-2025,Daman and Diu,Diu,362570,1,3
27-12-2025,Daman and Diu,Daman,396220,0,1
27-12-2025,Daman and Diu,Diu,362540,0,1
19-12-2025,Daman and Diu,Diu,362520,0,1
20-12-2025,Daman and Diu,Daman,396215,1,1
20-12-2025,Daman and Diu,Diu,362540,0,1
15-11-2025,Daman and Diu,Diu,362540,0,1
02-12-2025,Daman and Diu,Daman,396220,0,2
11-12-2025,Daman and Diu,Diu,362540,0,2
13-12-2025,Daman and Diu,Diu,362570,0,1
14-12-2025,Daman and Diu,Daman,396210,0,1
15-12-2025,Daman and Diu,Daman,396215,0,1
16-12-2025,Daman and Diu,Diu,362520,0,2
09-12-2025,Daman and Diu,Daman,396220,0,1
09-12-2025,Daman and Diu,Diu,362570,0,5
12-12-2025,Daman and Diu,Diu,362540,0,2
12-12-2025,Daman and Diu,Diu,362570,0,2
11-12-2025,Daman and Diu,Daman,396220,0,2
11-12-2025,Daman and Diu,Diu,362570,0,2
04-12-2025,Daman and Diu,Diu,362540,1,3
06-12-2025,Daman and Diu,Diu,362570,0,4
20-11-2025,Daman and Diu,Daman,396215,0,2
20-11-2025,Daman and Diu,Diu,362570,0,2
21-11-2025,Daman and Diu,Daman,396210,2,6
21-11-2025,Daman and Diu,Diu,362570,0,3
29-10-2025,Daman and Diu,Daman,396215,0,3
29-10-2025,Daman and Diu,Diu,362540,0,2
22-11-2025,Daman and Diu,Daman,396215,1,0
31-10-2025,Daman and Diu,Diu,362520,1,1
31-10-2025,Daman and Diu,Diu,362570,0,2
18-11-2025,Daman and Diu,Diu,362540,0,4
18-11-2025,Daman and Diu,Diu,362570,0,2
25-11-2025,Daman and Diu,Daman,396215,0,1
25-11-2025,Daman and Diu,Daman,396220,0,2
01-12-2025,Daman and Diu,Daman,396215,0,1
27-11-2025,Daman and Diu,Daman,396215,0,1
02-12-2025,Daman and Diu,Daman,396215,0,1
02-12-2025,Daman and Diu,Diu,362520,0,1
02-12-2025,Daman and Diu,Diu,362540,0,2
28-11-2025,Daman and Diu,Daman,396210,0,10
28-11-2025,Daman and Diu,Daman,396220,0,2
15-11-2025,Daman and Diu,Daman,396220,0,1
17-11-2025,Daman and Diu,Diu,362570,0,1
09-12-2025,Daman and Diu,Diu,362540,0,1
13-12-2025,Daman and Diu,Diu,362520,0,1
14-12-2025,Daman and Diu,Diu,362520,1,0
20-12-2025,Daman and Diu,Diu,362520,0,1
25-12-2025,Daman and Diu,Daman,396215,0,1
01-01-2026,Daman and Diu,Diu,362570,0,3
02-01-2026,Daman and Diu,Daman,396210,1,4
02-01-2026,Daman and Diu,Diu,362570,0,3
23-12-2025,Daman and Diu,Daman,396220,0,3
24-12-2025,Daman and Diu,Diu,362520,0,2
25-12-2025,Daman and Diu,Diu,362520,0,2
26-12-2025,Daman and Diu,Diu,362520,0,1
27-12-2025,Daman and Diu,Daman,396210,0,5
18-12-2025,Daman and Diu,Daman,396210,1,8
18-12-2025,Daman and Diu,Daman,396220,0,3
21-12-2025,Daman and Diu,Diu,362570,0,1
15-12-2025,Daman and Diu,Daman,396220,0,2
15-12-2025,Daman and Diu,Diu,362570,0,3
01-09-2025,Daman and Diu,Daman,396220,0,2
02-09-2025,Daman and Diu,Daman,396210,1,10
02-09-2025,Daman and Diu,Daman,396220,1,3
04-09-2025,Daman and Diu,Daman,396210,1,7
03-09-2025,Daman and Diu,Diu,362520,0,1
03-09-2025,Daman and Diu,Diu,362540,0,2
06-09-2025,Daman and Diu,Diu,362540,0,1
05-09-2025,Daman and Diu,Diu,362520,0,1
08-09-2025,Daman and Diu,Daman,396210,4,6
09-09-2025,Daman and Diu,Daman,396215,0,1
09-09-2025,Daman and Diu,Daman,396220,0,3
12-09-2025,Daman and Diu,Daman,396215,1,1
12-09-2025,Daman and Diu,Daman,396220,1,2
13-09-2025,Daman and Diu,Daman,396210,0,6
17-09-2025,Daman and Diu,Diu,362520,0,2
18-09-2025,Daman and Diu,Diu,362520,1,1
20-09-2025,Daman and Diu,Daman,396220,0,0
20-09-2025,Daman and Diu,Diu,362520,0,2
15-10-2025,Daman and Diu,Diu,362520,1,3
15-10-2025,Daman and Diu,Diu,362540,0,2
26-10-2025,Daman and Diu,Daman,396210,0,9
26-10-2025,Daman and Diu,Diu,362540,0,2
21-10-2025,Daman and Diu,Daman,396210,0,1
21-10-2025,Daman and Diu,Diu,362520,0,1
19-10-2025,Daman and Diu,Daman,396215,0,1
25-10-2025,Daman and Diu,Daman,396215,0,1
27-10-2025,Daman and Diu,Daman,396215,1,0
27-10-2025,Daman and Diu,Diu,362570,0,1
28-10-2025,Daman and Diu,Diu,362520,0,1
30-10-2025,Daman and Diu,Daman,396215,0,1
02-11-2025,Daman and Diu,Daman,396215,0,1
11-11-2025,Daman and Diu,Diu,362540,0,1
16-12-2025,Daman and Diu,Diu,362540,0,1
10-12-2025,Daman and Diu,Diu,362520,1,0
17-12-2025,Daman and Diu,Daman,396210,3,13
08-12-2025,Daman and Diu,Daman,396210,1,3
09-12-2025,Daman and Diu,Daman,396210,1,15
09-12-2025,Daman and Diu,Daman,396215,0,1
04-12-2025,Daman and Diu,Daman,396210,0,9
04-12-2025,Daman and Diu,Diu,362570,0,2
09-11-2025,Daman and Diu,Daman,396210,0,1
07-11-2025,Daman and Diu,Daman,396210,0,7
07-11-2025,Daman and Diu,Diu,362570,1,2
06-11-2025,Daman and Diu,Daman,396210,0,3
06-11-2025,Daman and Diu,Daman,396215,0,1
11-11-2025,Daman and Diu,Daman,396215,0,2
03-11-2025,Daman and Diu,Diu,362520,0,1
29-10-2025,Daman and Diu,Daman,396210,1,7
29-10-2025,Daman and Diu,Diu,362520,1,1
01-12-2025,Daman and Diu,Daman,396210,1,7
01-12-2025,Daman and Diu,Diu,362520,0,1
31-10-2025,Daman and Diu,Diu,362540,0,2
26-11-2025,Daman and Diu,Daman,396220,0,3
15-11-2025,Daman and Diu,Daman,396210,1,3
14-11-2025,Daman and Diu,Daman,396220,0,4
14-11-2025,Daman and Diu,Diu,362540,0,2
14-11-2025,Daman and Diu,Diu,362570,1,1
21-11-2025,Daman and Diu,Daman,396215,0,1
20-11-2025,Daman and Diu,Daman,396210,1,10
17-11-2025,Daman and Diu,Daman,396215,0,1
30-10-2025,Daman and Diu,Daman,396210,2,6
30-10-2025,Daman and Diu,Diu,362520,0,3
30-10-2025,Daman and Diu,Diu,362540,0,1
02-12-2025,Daman and Diu,Diu,362570,0,2
28-11-2025,Daman and Diu,Diu,362540,0,1
29-11-2025,Daman and Diu,Daman,396215,0,1
29-11-2025,Daman and Diu,Daman,396220,0,2
01-03-2025,Daman and Diu,Daman,396210,18,186
02-09-2025,Daman and Diu,Diu,362570,0,2
04-09-2025,Daman and Diu,Diu,362520,0,1
03-09-2025,Daman and Diu,Daman,396220,0,4
08-09-2025,Daman and Diu,Daman,396215,0,1
08-09-2025,Daman and Diu,Daman,396220,0,9
08-09-2025,Daman and Diu,Diu,362540,0,1
09-09-2025,Daman and Diu,Diu,362570,1,8
12-09-2025,Daman and Diu,Daman,396210,2,10
14-09-2025,Daman and Diu,Daman,396215,0,1
15-09-2025,Daman and Diu,Daman,396220,1,1
15-09-2025,Daman and Diu,Diu,362520,0,1
15-09-2025,Daman and Diu,Diu,362570,3,8
16-09-2025,Daman and Diu,Daman,396215,0,2
16-09-2025,Daman and Diu,Diu,362570,0,6
17-09-2025,Daman and Diu,Diu,362570,0,3
19-09-2025,Daman and Diu,Diu,362570,0,3
18-09-2025,Daman and Diu,Diu,362570,0,3
13-10-2025,Daman and Diu,Daman,396210,0,2
13-10-2025,Daman and Diu,Daman,396215,0,1
15-10-2025,Daman and Diu,Daman,396220,0,1
16-10-2025,Daman and Diu,Daman,396220,0,1
17-10-2025,Daman and Diu,Daman,396210,0,3
18-10-2025,Daman and Diu,Daman,396220,0,1
18-10-2025,Daman and Diu,Diu,362540,0,3
26-10-2025,Daman and Diu,Daman,396220,0,2
19-10-2025,Daman and Diu,Daman,396210,1,4
20-10-2025,Daman and Diu,Diu,362520,0,1
25-10-2025,Daman and Diu,Diu,362570,0,2
28-10-2025,Daman and Diu,Daman,396220,1,0
27-10-2025,Daman and Diu,Daman,396220,0,1
03-11-2025,Daman and Diu,Daman,396215,0,1
05-11-2025,Daman and Diu,Daman,396220,0,1
08-11-2025,Daman and Diu,Diu,362520,0,1
09-11-2025,Daman and Diu,Diu,362570,1,2
20-12-2025,Daman and Diu,Daman,396220,0,1
29-12-2025,Daman and Diu,Daman,396220,0,1
03-01-2026,Daman and Diu,Daman,396215,0,1
22-12-2025,Daman and Diu,Daman,396210,2,4
22-12-2025,Daman and Diu,Daman,396215,0,1
22-12-2025,Daman and Diu,Daman,396220,1,2
23-12-2025,Daman and Diu,Daman,396215,0,1
24-12-2025,Daman and Diu,Daman,396220,0,2
24-12-2025,Daman and Diu,Diu,362540,1,1
26-12-2025,Daman and Diu,Daman,396210,0,6
27-12-2025,Daman and Diu,Daman,396215,1,0
18-12-2025,Daman and Diu,Diu,362570,0,2
28-12-2025,Daman and Diu,Daman,396210,1,4
19-12-2025,Daman and Diu,Daman,396215,0,2
19-12-2025,Daman and Diu,Diu,362540,0,1
19-12-2025,Daman and Diu,Diu,362570,0,4
25-12-2025,Daman and Diu,Diu,362570,0,1
01-01-2026,Daman and Diu,Diu,362520,0,1
25-12-2025,Daman and Diu,Daman,396210,0,3
13-12-2025,Daman and Diu,Daman,396215,0,1
16-12-2025,Daman and Diu,Daman,396210,2,5
15-12-2025,Daman and Diu,Daman,396210,2,7
10-12-2025,Daman and Diu,Daman,396210,0,4
10-12-2025,Daman and Diu,Daman,396215,1,0
10-12-2025,Daman and Diu,Diu,362540,0,1
05-12-2025,Daman and Diu,Daman,396210,1,3
06-12-2025,Daman and Diu,Diu,362520,0,1
08-12-2025,Daman and Diu,Daman,396220,2,3
08-12-2025,Daman and Diu,Diu,362520,0,4
03-12-2025,Daman and Diu,Daman,396210,1,9
03-12-2025,Daman and Diu,Daman,396220,0,1
06-11-2025,Daman and Diu,Daman,396220,0,3
05-11-2025,Daman and Diu,Daman,396210,0,1
10-11-2025,Daman and Diu,Daman,396210,1,4
13-11-2025,Daman and Diu,Daman,396210,0,6
14-11-2025,Daman and Diu,Daman,396210,0,7
14-11-2025,Daman and Diu,Diu,362520,0,1
15-11-2025,Daman and Diu,Daman,396215,0,1
17-11-2025,Daman and Diu,Daman,396220,0,1
17-11-2025,Daman and Diu,Diu,362520,2,3
17-11-2025,Daman and Diu,Diu,362540,1,1
19-11-2025,Daman and Diu,Daman,396210,0,11
21-11-2025,Daman and Diu,Daman,396220,0,5
21-11-2025,Daman and Diu,Diu,362520,1,1
22-11-2025,Daman and Diu,Diu,362570,0,1
31-10-2025,Daman and Diu,Daman,396220,0,1
01-11-2025,Daman and Diu,Daman,396210,2,4
03-11-2025,Daman and Diu,Diu,362540,3,4
29-10-2025,Daman and Diu,Daman,396220,0,1
25-11-2025,Daman and Diu,Diu,362520,1,0
25-11-2025,Daman and Diu,Diu,362540,0,3
24-11-2025,Daman and Diu,Daman,396220,0,1
24-11-2025,Daman and Diu,Diu,362540,0,3
26-11-2025,Daman and Diu,Daman,396210,2,7
27-11-2025,Daman and Diu,Diu,362540,0,2
27-11-2025,Daman and Diu,Diu,362570,0,1
29-11-2025,Daman and Diu,Daman,396210,2,9
06-09-2025,Daman and Diu,Daman,396210,2,6
06-09-2025,Daman and Diu,Diu,362570,0,2
09-09-2025,Daman and Diu,Daman,396210,0,6
09-09-2025,Daman and Diu,Diu,362520,1,2
10-09-2025,Daman and Diu,Daman,396210,3,11
10-09-2025,Daman and Diu,Daman,396220,0,2
12-09-2025,Daman and Diu,Diu,362540,0,1
12-09-2025,Daman and Diu,Diu,362570,1,6
11-09-2025,Daman and Diu,Diu,362520,0,2
13-09-2025,Daman and Diu,Daman,396215,1,1
17-09-2025,Daman and Diu,Diu,362540,1,0
16-09-2025,Daman and Diu,Daman,396210,4,11
16-09-2025,Daman and Diu,Daman,396220,0,1
19-09-2025,Daman and Diu,Daman,396210,1,4
13-10-2025,Daman and Diu,Diu,362570,0,1
17-10-2025,Daman and Diu,Daman,396215,1,0
17-10-2025,Daman and Diu,Diu,362520,0,1
17-10-2025,Daman and Diu,Diu,362540,1,0
16-10-2025,Daman and Diu,Daman,396210,1,5
24-10-2025,Daman and Diu,Daman,396210,2,6
25-10-2025,Daman and Diu,Daman,396210,0,12
20-10-2025,Daman and Diu,Diu,362570,0,1
28-10-2025,Daman and Diu,Daman,396210,0,10
28-10-2025,Daman and Diu,Diu,362570,0,1
27-10-2025,Daman and Diu,Daman,396210,1,6
01-11-2025,Daman and Diu,Diu,362520,1,0
04-11-2025,Daman and Diu,Daman,396215,0,1
08-11-2025,Daman and Diu,Diu,362570,0,1
11-11-2025,Daman and Diu,Daman,396220,0,1
16-11-2025,Daman and Diu,Daman,396220,0,1
18-11-2025,Daman and Diu,Diu,362520,1,0
19-11-2025,Daman and Diu,Diu,362540,0,1
03-12-2025,Daman and Diu,Daman,396215,1,1
15-12-2025,Daman and Diu,Diu,362540,0,1
12-12-2025,Daman and Diu,Daman,396210,0,3
12-12-2025,Daman and Diu,Daman,396215,0,1
12-12-2025,Daman and Diu,Diu,362520,1,0
11-12-2025,Daman and Diu,Daman,396210,0,11
11-12-2025,Daman and Diu,Daman,396215,0,1
11-12-2025,Daman and Diu,Diu,362520,1,5
03-12-2025,Daman and Diu,Diu,362520,0,3
03-12-2025,Daman and Diu,Diu,362540,1,1
03-12-2025,Daman and Diu,Diu,362570,0,2
06-12-2025,Daman and Diu,Daman,396210,2,7
06-12-2025,Daman and Diu,Diu,362540,0,1
05-12-2025,Daman and Diu,Daman,396215,0,2
05-12-2025,Daman and Diu,Diu,362570,0,1
29-12-2025,Daman and Diu,Diu,362520,0,1
31-12-2025,Daman and Diu,Daman,396210,1,8
03-01-2026,Daman and Diu,Daman,396210,0,4
24-12-2025,Daman and Diu,Daman,396210,0,11
27-12-2025,Daman and Diu,Diu,362520,0,1
02-01-2026,Daman and Diu,Daman,396220,0,1
23-12-2025,Daman and Diu,Diu,362570,0,2
18-12-2025,Daman and Diu,Diu,362520,0,2
21-12-2025,Daman and Diu,Daman,396210,0,1
20-12-2025,Daman and Diu,Diu,362570,0,2
04-11-2025,Daman and Diu,Daman,396220,1,0
04-11-2025,Daman and Diu,Diu,362520,0,2
06-11-2025,Daman and Diu,Diu,362520,1,2
28-12-2025,Daman and Diu,Daman,396220,0,1
28-12-2025,Daman and Diu,Diu,362540,2,1
27-11-2025,Daman and Diu,Daman,396220,0,1
23-12-2025,Daman and Diu,Diu,362520,0,2
27-12-2025,Daman and Diu,Diu,362570,1,4
01-01-2026,Daman and Diu,Daman,396215,2,1
01-01-2026,Daman and Diu,Diu,362540,0,2
22-12-2025,Daman and Diu,Diu,362540,0,1
13-12-2025,Daman and Diu,Daman,396210,1,6
16-12-2025,Daman and Diu,Daman,396215,0,1
16-12-2025,Daman and Diu,Diu,362570,0,5
15-12-2025,Daman and Diu,Diu,362520,0,2
08-11-2025,Daman and Diu,Daman,396210,1,3
08-11-2025,Daman and Diu,Daman,396215,0,1
07-11-2025,Daman and Diu,Daman,396220,0,1
07-11-2025,Daman and Diu,Diu,362520,0,3
10-11-2025,Daman and Diu,Daman,396220,0,2
12-11-2025,Daman and Diu,Daman,396210,0,11
12-11-2025,Daman and Diu,Daman,396220,0,1
12-11-2025,Daman and Diu,Diu,362540,0,3
13-11-2025,Daman and Diu,Daman,396215,1,0
13-11-2025,Daman and Diu,Diu,362570,1,0
18-11-2025,Daman and Diu,Daman,396210,0,4
20-11-2025,Daman and Diu,Daman,396220,0,1
20-11-2025,Daman and Diu,Diu,362520,1,1
01-11-2025,Daman and Diu,Daman,396215,0,1
03-11-2025,Daman and Diu,Daman,396220,0,2
29-10-2025,Daman and Diu,Diu,362570,1,0
30-10-2025,Daman and Diu,Daman,396220,1,2
30-10-2025,Daman and Diu,Diu,362570,0,1
31-10-2025,Daman and Diu,Daman,396210,0,4
02-12-2025,Daman and Diu,Daman,396210,0,6
22-11-2025,Daman and Diu,Daman,396210,1,5
22-11-2025,Daman and Diu,Diu,362520,0,2
25-11-2025,Daman and Diu,Diu,362570,0,1
26-11-2025,Daman and Diu,Diu,362520,0,1
26-11-2025,Daman and Diu,Diu,362570,0,4
24-11-2025,Daman and Diu,Daman,396210,1,11
24-11-2025,Daman and Diu,Daman,396215,1,1
24-11-2025,Daman and Diu,Diu,362520,1,3
28-11-2025,Daman and Diu,Diu,362520,0,2
28-11-2025,Daman and Diu,Diu,362570,0,6
29-11-2025,Daman and Diu,Diu,362570,0,3
